,Iterations,Fitness,Time,State,runner_name,schedule,Temperature
0,1,34.0,0.00023849299999989526,"[0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 1 0 1 1 0 0 1 1 1 1 1 1
 0 1 1 0 1 1 0 1 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 1 0 0]",SA,1,1
1,2,36.0,0.0005839459999998908,"[0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 1 0 1 1 0 0 1 0 1 1 1 1
 0 1 1 0 1 1 0 1 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 1 0 0]",SA,1,1
2,4,38.0,0.000960300000000025,"[0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 1 0 1 1 0 0 1 0 1 0 1 1
 0 1 1 0 1 1 0 1 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 1 1 0 0]",SA,1,1
3,8,38.0,0.0014797179999999077,"[0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 0 0 1 0 1 1 1 0 0 1 0 0 1 0 0 1 0 1 0 1 1
 0 1 1 0 1 1 0 1 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 1 1 0 0]",SA,1,1
4,16,38.0,0.002277552000000016,"[0 0 0 1 0 0 1 0 0 1 1 0 1 1 0 1 0 0 1 0 1 1 1 0 0 1 0 0 1 0 0 1 0 1 0 1 0
 0 1 1 0 0 1 0 1 1 0 0 0 1 0 0 1 1 1 0 0 1 0 0 1 1 1 0]",SA,1,1
5,32,39.0,0.003596350000000026,"[1 0 0 1 1 0 1 0 0 1 1 0 1 1 0 1 0 0 1 0 1 1 1 0 0 1 0 1 1 1 0 1 0 1 0 1 0
 1 1 1 0 0 1 0 1 1 0 0 0 1 1 0 1 1 0 0 1 1 1 0 1 1 1 0]",SA,1,1
6,64,50.0,0.006345080999999864,"[1 0 1 0 1 0 1 0 0 0 1 0 1 1 0 1 1 0 1 0 1 1 1 1 0 1 0 1 0 1 0 1 0 1 0 1 0
 1 0 1 0 0 1 0 1 0 0 0 1 0 1 0 1 0 1 0 0 1 1 0 1 1 0 1]",SA,1,1
7,128,52.0,0.01120883699999986,"[1 0 1 0 1 0 1 0 1 0 1 0 0 1 0 0 1 0 1 0 1 1 0 0 0 1 0 1 0 1 0 1 0 1 0 1 0
 1 0 1 0 1 0 0 1 0 0 0 1 0 1 0 1 0 1 0 1 1 1 0 1 1 0 1]",SA,1,1
8,256,55.0,0.020238674000000012,"[1 0 1 0 1 0 1 0 1 0 1 1 0 1 0 0 1 0 1 1 0 1 1 0 1 1 0 1 0 1 0 1 0 1 0 1 0
 1 0 1 0 1 0 1 0 1 1 0 1 0 1 0 1 0 1 0 1 1 0 1 1 0 1 0]",SA,1,1
9,512,57.0,0.039987207000000025,"[1 0 1 0 1 0 1 0 1 0 1 0 0 1 1 0 1 0 0 1 0 1 1 0 0 1 0 1 0 1 0 1 0 1 0 1 0
 1 0 1 0 1 0 1 0 1 0 1 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0]",SA,1,1
10,1024,59.0,0.08993533799999986,"[1 0 1 0 1 0 1 0 1 0 1 0 1 0 0 1 1 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 0 1 0
 1 0 1 0 1 0 1 0 1 0 1 0 1 1 0 1 0 1 0 1 0 1 0 1 0 1 0]",SA,1,1
11,2048,61.0,0.20823010400000008,"[1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 1 0 1 0 1 0 1 0 1 0 1 0
 1 0 1 0 1 0 1 0 1 0 1 0 1 1 0 1 0 1 0 1 0 1 0 1 0 1 0]",SA,1,1
12,4096,61.0,0.5534995989999998,"[1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 0 1 0 1 0 1 0
 1 0 1 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0]",SA,1,1
13,8192,63.0,0.9078891150000001,"[1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1
 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0]",SA,1,1
14,1,34.0,0.00024139499999975556,"[0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 1 0 1 1 0 0 1 1 1 1 1 1
 0 1 1 0 1 1 0 1 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 1 0 0]",SA,10,10
15,2,36.0,0.0006251349999999434,"[0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 1 0 1 1 0 0 1 0 1 1 1 1
 0 1 1 0 1 1 0 1 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 1 0 0]",SA,10,10
16,4,38.0,0.0010174880000000108,"[0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 1 0 1 1 0 0 1 0 1 0 1 1
 0 1 1 0 1 1 0 1 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 1 1 0 0]",SA,10,10
17,8,36.0,0.0016629609999996298,"[0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 0 0 0 0 1 1 1 0 0 1 0 0 1 0 0 1 0 1 0 1 1
 0 1 1 0 1 1 0 1 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 1 1 0 0]",SA,10,10
18,16,32.0,0.002624190999999776,"[0 0 0 1 0 0 0 0 0 1 1 0 1 1 0 1 0 0 0 1 1 1 1 0 0 1 0 0 1 0 0 1 0 1 0 1 0
 0 1 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 0 0 1 0 0 1 1 1 0]",SA,10,10
19,32,29.0,0.004086119999999749,"[1 0 0 1 1 0 1 0 0 1 1 0 1 1 0 1 0 0 0 1 1 1 1 0 0 1 0 1 1 1 0 1 1 1 0 0 0
 1 1 1 0 0 1 1 1 1 0 0 0 1 1 1 1 1 0 0 1 1 1 0 1 1 1 0]",SA,10,10
20,64,30.0,0.007075776999999839,"[1 0 1 1 0 1 0 0 0 0 1 0 1 1 0 1 0 0 0 1 1 0 1 1 0 1 0 1 1 0 0 1 1 1 1 0 0
 1 1 0 0 0 0 1 1 0 0 0 0 0 1 1 1 1 1 0 0 0 1 0 1 1 1 1]",SA,10,10
21,128,34.0,0.012725447999999862,"[1 1 1 1 1 0 1 1 0 0 0 0 1 0 0 1 1 1 0 0 1 0 1 0 1 0 0 1 0 1 1 1 0 0 0 1 0
 1 0 0 0 1 0 1 1 0 0 0 0 1 1 1 0 1 0 0 1 1 1 0 1 0 0 1]",SA,10,10
22,256,42.0,0.024773441999999868,"[0 0 1 1 0 1 1 1 0 1 0 1 0 0 1 1 1 1 0 1 1 0 0 1 1 0 1 0 1 1 0 1 1 1 0 1 1
 0 0 0 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 0 1 0 0 1 0 1 1 0]",SA,10,10
23,512,55.0,0.046804934999999936,"[0 1 0 1 0 1 1 0 1 1 0 1 0 0 1 0 1 0 0 1 0 1 1 0 1 0 1 1 0 1 0 1 0 1 0 1 0
 1 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1]",SA,10,10
24,1024,59.0,0.09319707199999971,"[0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 0 1 1 0 1 0 1 0 1 0
 1 0 1 0 0 1 0 1 0 1 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1]",SA,10,10
25,2048,59.0,0.21231599299999981,"[0 1 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 0 1 0 1 0 1 0
 0 1 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1]",SA,10,10
26,4096,61.0,0.5659728579999999,"[0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 1 0 1 0 1 0 1 0 1 0
 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1]",SA,10,10
27,8192,63.0,1.0581518159999996,"[0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0
 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1]",SA,10,10
28,1,34.0,0.00025535400000009645,"[0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 1 0 1 1 0 0 1 1 1 1 1 1
 0 1 1 0 1 1 0 1 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 1 0 0]",SA,50,50
29,2,36.0,0.0006338470000000207,"[0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 1 0 1 1 0 0 1 0 1 1 1 1
 0 1 1 0 1 1 0 1 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 1 0 0]",SA,50,50
30,4,38.0,0.0010474010000001144,"[0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 1 0 1 1 0 0 1 0 1 0 1 1
 0 1 1 0 1 1 0 1 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 1 1 0 0]",SA,50,50
31,8,34.0,0.0015647910000002874,"[0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 0 0 0 0 1 1 1 0 0 1 0 0 1 0 0 0 0 1 0 1 1
 0 1 1 0 1 1 0 1 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 1 1 0 0]",SA,50,50
32,16,30.0,0.002390377000000221,"[0 0 0 1 0 0 0 0 0 1 1 0 1 1 0 1 0 0 0 1 1 1 1 0 0 1 0 0 1 0 0 0 0 1 0 1 0
 0 1 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 0 0 1 0 0 1 1 1 0]",SA,50,50
33,32,26.0,0.004099808000000316,"[0 0 0 1 1 0 1 0 0 1 1 0 1 1 1 1 0 0 0 1 1 1 1 0 0 1 0 1 1 1 0 1 1 1 1 0 0
 1 1 1 0 0 1 1 1 1 0 0 0 1 1 1 1 1 0 0 1 1 1 0 1 1 1 0]",SA,50,50
34,64,35.0,0.00687329400000003,"[0 1 0 1 0 1 0 0 0 1 1 0 1 1 0 0 0 0 0 1 0 0 0 1 0 1 0 1 1 0 0 0 0 1 1 1 0
 1 0 1 1 0 0 1 1 0 0 0 0 1 1 1 1 1 0 1 0 0 1 0 1 0 1 1]",SA,50,50
35,128,32.0,0.012466724000000262,"[0 1 0 1 0 0 1 1 1 1 1 0 0 1 0 0 0 1 1 1 0 0 1 1 0 1 0 1 1 1 1 0 1 1 0 0 0
 0 1 0 1 0 0 1 1 0 0 1 1 1 0 1 1 1 0 0 1 1 1 0 1 1 1 0]",SA,50,50
36,256,26.0,0.023743346000000276,"[0 1 1 1 1 1 1 0 0 1 1 0 1 0 0 1 1 1 0 0 0 1 0 1 1 0 0 1 0 0 1 0 1 1 1 1 0
 0 0 0 1 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1 0 0 1 1 1 1 0]",SA,50,50
37,512,50.0,0.045360590000000034,"[1 0 1 0 1 1 0 1 1 0 1 1 0 1 0 1 0 1 1 0 1 0 0 1 1 0 1 0 1 0 1 0 1 1 0 1 0
 1 0 1 0 1 0 1 0 0 1 0 1 0 0 1 0 1 1 0 1 0 1 1 0 0 0 1]",SA,50,50
38,1024,59.0,0.09244373000000028,"[0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0
 1 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1]",SA,50,50
39,2048,59.0,0.2118359200000004,"[0 1 0 1 0 1 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0
 1 0 1 0 1 1 0 1 0 1 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1]",SA,50,50
40,4096,61.0,0.5616487530000001,"[0 1 0 1 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1
 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1]",SA,50,50
41,8192,61.0,1.669271964,"[0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1
 0 1 0 1 0 1 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 0 1 0 1]",SA,50,50
42,1,34.0,0.00023910900000068125,"[0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 1 0 1 1 0 0 1 1 1 1 1 1
 0 1 1 0 1 1 0 1 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 1 0 0]",SA,100,100
43,2,36.0,0.0005774949999999279,"[0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 1 0 1 1 0 0 1 0 1 1 1 1
 0 1 1 0 1 1 0 1 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 1 0 0]",SA,100,100
44,4,38.0,0.000984543000000393,"[0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 1 0 1 1 0 0 1 0 1 0 1 1
 0 1 1 0 1 1 0 1 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 1 1 0 0]",SA,100,100
45,8,34.0,0.001548651000000234,"[0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 0 0 0 0 1 1 1 0 0 1 0 0 1 0 0 0 0 1 0 1 1
 0 1 1 0 1 1 0 1 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 1 1 0 0]",SA,100,100
46,16,30.0,0.002473425000000695,"[0 0 0 1 0 0 0 0 0 1 1 0 1 1 0 1 0 0 0 1 1 1 1 0 0 1 0 0 1 0 0 0 0 1 0 1 0
 0 1 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 0 0 1 0 0 1 1 1 0]",SA,100,100
47,32,28.0,0.004194306000000481,"[0 0 0 1 1 0 0 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 0 0 1 0 0 1 1 0 1 0 0 1 0 1
 1 1 1 0 1 1 1 1 1 0 0 0 0 1 0 1 1 0 0 1 1 1 0 1 1 0 0]",SA,100,100
48,64,32.0,0.00744357700000009,"[0 0 1 0 0 1 1 1 0 1 1 1 1 1 0 1 0 1 0 1 0 0 1 1 0 1 0 0 0 1 0 1 0 0 0 1 1
 1 1 1 0 1 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 1 0 0]",SA,100,100
49,128,33.0,0.013359677000000403,"[0 1 0 0 1 1 1 1 0 0 1 1 0 1 0 0 1 1 1 0 1 1 0 0 0 1 1 0 1 0 0 0 0 0 0 1 0
 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 0 1 1]",SA,100,100
50,256,35.0,0.024300260000000407,"[0 1 1 0 1 0 1 0 1 0 1 0 1 1 1 0 1 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0
 0 0 1 0 0 1 1 0 0 0 0 0 0 1 1 0 1 1 1 1 1 0 0 1 0 1 1]",SA,100,100
51,512,43.0,0.04734291000000024,"[0 1 1 0 1 0 0 0 1 1 0 0 0 1 1 0 1 1 0 1 0 1 0 0 1 0 1 0 0 1 1 0 0 1 0 1 0
 0 0 0 0 1 0 1 0 1 0 1 1 0 1 1 0 0 1 0 1 0 1 0 1 0 0 1]",SA,100,100
52,1024,58.0,0.09447360900000046,"[1 0 1 0 1 0 1 0 1 0 1 1 0 1 0 1 0 1 0 1 0 1 0 1 1 0 1 0 1 0 1 0 1 0 1 0 1
 0 1 0 0 1 0 1 0 1 0 1 0 1 0 1 0 1 1 0 1 0 1 1 0 1 0 1]",SA,100,100
53,2048,61.0,0.21250765000000005,"[1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1
 0 1 0 1 0 1 0 1 0 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 0]",SA,100,100
54,4096,63.0,0.30254187000000066,"[1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1
 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0]",SA,100,100
55,8192,63.0,0.30254187000000066,"[1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1
 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0]",SA,100,100
56,1,34.0,0.00019717999999979696,"[0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 1 0 1 1 0 0 1 1 1 1 1 1
 0 1 1 0 1 1 0 1 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 1 0 0]",SA,250,250
57,2,36.0,0.000515131000000224,"[0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 1 0 1 1 0 0 1 0 1 1 1 1
 0 1 1 0 1 1 0 1 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 1 0 0]",SA,250,250
58,4,38.0,0.0008863400000000965,"[0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 1 0 1 1 0 0 1 0 1 0 1 1
 0 1 1 0 1 1 0 1 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 1 1 0 0]",SA,250,250
59,8,34.0,0.001425153999999651,"[0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 0 0 0 0 1 1 1 0 0 1 0 0 1 0 0 0 0 1 0 1 1
 0 1 1 0 1 1 0 1 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 1 1 0 0]",SA,250,250
60,16,30.0,0.0024499950000000936,"[0 0 0 1 0 0 0 0 0 1 1 0 1 1 0 1 0 0 0 1 1 1 1 0 0 1 0 0 1 0 0 0 0 1 0 1 0
 0 1 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 0 0 1 0 0 1 1 1 0]",SA,250,250
61,32,28.0,0.004086057999999504,"[0 0 0 1 1 0 0 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 0 0 1 0 0 1 1 0 1 0 0 1 0 1
 1 1 1 0 1 1 1 1 1 0 0 0 0 1 0 1 1 0 0 1 1 1 0 1 1 0 0]",SA,250,250
62,64,32.0,0.0073959769999998315,"[0 0 1 0 0 1 1 1 0 1 1 1 1 1 0 1 0 1 0 1 0 0 1 1 0 1 0 0 0 1 0 1 0 0 0 1 1
 1 1 1 0 1 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 1 0 0]",SA,250,250
63,128,27.0,0.013034787999999686,"[0 1 0 0 1 1 1 1 0 0 1 1 0 1 0 0 1 1 1 0 1 1 0 0 0 1 1 0 1 0 0 0 0 0 0 1 0
 1 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 1 1 1 0 0 0 1 1]",SA,250,250
64,256,33.0,0.024522056999999542,"[1 1 1 1 1 0 1 0 1 0 1 0 1 1 1 1 0 0 1 0 1 0 0 0 0 0 1 0 0 1 0 0 0 1 1 0 1
 1 1 0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 1 1 1 1 0 1 0 0 0 0]",SA,250,250
65,512,40.0,0.04909193599999995,"[0 0 0 1 0 0 1 1 1 0 1 0 1 0 1 0 0 1 1 0 1 1 0 1 0 1 0 0 1 0 0 1 0 1 0 1 1
 0 1 0 0 0 1 0 1 1 0 1 0 1 1 1 1 0 1 1 0 1 1 0 0 0 0 0]",SA,250,250
66,1024,58.0,0.09713994100000001,"[0 1 0 1 0 1 0 1 0 1 0 1 1 0 1 1 0 1 0 1 0 1 0 1 0 0 1 0 0 1 0 1 0 1 0 1 0
 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 0 1 0 1 0 1 0]",SA,250,250
67,2048,60.0,0.22382486299999993,"[0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 1 0 1 0 1 0 1 0 1 0 1 0 1 0 0 1 0
 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 1 0 1 0 1 0 1 0]",SA,250,250
68,4096,60.0,0.5760192750000002,"[0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0
 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 0 1 0 1 0]",SA,250,250
69,8192,63.0,1.1526338779999996,"[0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0
 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1]",SA,250,250
