,Iterations,Fitness,Time,State,runner_name,schedule,Temperature
70,1,34.0,0.00025585900000013595,"[0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 1 0 1 1 0 0 1 1 1 1 1 1
 0 1 1 0 1 1 0 1 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 1 0 0]",SA,500,500
71,2,36.0,0.0006003379999999225,"[0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 1 0 1 1 0 0 1 0 1 1 1 1
 0 1 1 0 1 1 0 1 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 1 0 0]",SA,500,500
72,4,38.0,0.0009834629999998512,"[0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 1 0 1 1 0 0 1 0 1 0 1 1
 0 1 1 0 1 1 0 1 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 1 1 0 0]",SA,500,500
73,8,34.0,0.0015382859999997223,"[0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 0 0 0 0 1 1 1 0 0 1 0 0 1 0 0 0 0 1 0 1 1
 0 1 1 0 1 1 0 1 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 1 1 0 0]",SA,500,500
74,16,30.0,0.0024827050000002515,"[0 0 0 1 0 0 0 0 0 1 1 0 1 1 0 1 0 0 0 1 1 1 1 0 0 1 0 0 1 0 0 0 0 1 0 1 0
 0 1 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 0 0 1 0 0 1 1 1 0]",SA,500,500
75,32,28.0,0.004195322000000168,"[0 0 0 1 1 0 0 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 0 0 1 0 0 1 1 0 1 0 0 1 0 1
 1 1 1 0 1 1 1 1 1 0 0 0 0 1 0 1 1 0 0 1 1 1 0 1 1 0 0]",SA,500,500
76,64,32.0,0.007477321999999731,"[0 0 1 0 0 1 1 1 0 1 1 1 1 1 0 1 0 1 0 1 0 0 1 1 0 1 0 0 0 1 0 1 0 0 0 1 1
 1 1 1 0 1 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 1 0 0]",SA,500,500
77,128,27.0,0.013250411000000462,"[0 1 0 0 1 1 1 1 0 0 1 1 0 1 0 0 1 1 1 0 1 1 0 0 0 1 1 0 1 0 0 0 0 0 0 1 0
 1 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 1 1 1 0 0 0 1 1]",SA,500,500
78,256,33.0,0.02541097499999978,"[1 1 1 1 1 0 1 0 1 0 1 0 1 1 1 1 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 1 1 0 1
 1 1 0 1 0 1 0 1 0 0 1 0 0 0 0 1 0 1 1 1 1 0 1 0 0 0 0]",SA,500,500
79,512,31.0,0.05204404699999987,"[1 0 0 1 1 1 0 1 1 0 1 1 0 0 0 0 1 0 0 0 0 1 1 1 0 0 0 1 0 0 1 0 0 1 1 0 0
 0 0 1 0 1 1 0 1 1 0 0 0 0 0 0 1 0 1 0 1 0 1 1 1 0 0 0]",SA,500,500
80,1024,55.0,0.10514431200000018,"[0 1 0 0 1 1 0 1 0 1 0 1 0 1 1 0 1 0 1 1 0 1 0 1 0 1 0 1 0 1 0 1 1 0 1 0 1
 0 1 0 1 0 1 0 1 1 0 1 0 1 0 0 1 0 1 1 0 1 0 1 0 1 0 1]",SA,500,500
81,2048,60.0,0.23518032499999997,"[1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 1 0 1 0 1 0 1
 0 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1]",SA,500,500
82,4096,60.0,0.6076160589999997,"[1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 0 1 0 0 1 0
 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1]",SA,500,500
83,8192,62.0,1.7603971710000001,"[1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 1 0 1 0
 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1]",SA,500,500
84,1,34.0,0.00030681299999990586,"[0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 1 0 1 1 0 0 1 1 1 1 1 1
 0 1 1 0 1 1 0 1 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 1 0 0]",SA,1000,1000
85,2,36.0,0.0006700479999999231,"[0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 1 0 1 1 0 0 1 0 1 1 1 1
 0 1 1 0 1 1 0 1 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 1 0 0]",SA,1000,1000
86,4,38.0,0.0010433109999983259,"[0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 1 0 1 1 0 0 1 0 1 0 1 1
 0 1 1 0 1 1 0 1 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 1 1 0 0]",SA,1000,1000
87,8,34.0,0.0016021879999996713,"[0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 0 0 0 0 1 1 1 0 0 1 0 0 1 0 0 0 0 1 0 1 1
 0 1 1 0 1 1 0 1 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 1 1 0 0]",SA,1000,1000
88,16,30.0,0.0025436069999997812,"[0 0 0 1 0 0 0 0 0 1 1 0 1 1 0 1 0 0 0 1 1 1 1 0 0 1 0 0 1 0 0 0 0 1 0 1 0
 0 1 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 0 0 1 0 0 1 1 1 0]",SA,1000,1000
89,32,28.0,0.004097673999998719,"[0 0 0 1 1 0 0 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 0 0 1 0 0 1 1 0 1 0 0 1 0 1
 1 1 1 0 1 1 1 1 1 0 0 0 0 1 0 1 1 0 0 1 1 1 0 1 1 0 0]",SA,1000,1000
90,64,32.0,0.007102499999998457,"[0 0 1 0 0 1 1 1 0 1 1 1 1 1 0 1 0 1 0 1 0 0 1 1 0 1 0 0 0 1 0 1 0 0 0 1 1
 1 1 1 0 1 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 1 0 0]",SA,1000,1000
91,128,27.0,0.013251455999998996,"[0 1 0 0 1 1 1 1 0 0 1 1 0 1 0 0 1 1 1 0 1 1 0 0 0 1 1 0 1 0 0 0 0 0 0 1 0
 1 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 1 1 1 0 0 0 1 1]",SA,1000,1000
92,256,33.0,0.025767470999999986,"[1 1 1 1 1 0 1 0 1 0 1 0 1 1 1 1 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 1 1 0 1
 1 1 0 1 0 1 0 1 0 0 1 0 0 0 0 1 0 1 1 1 1 0 1 0 0 0 0]",SA,1000,1000
93,512,37.0,0.051657571999999874,"[1 0 0 1 1 1 1 0 0 0 1 0 0 1 0 1 0 0 1 0 0 0 1 0 1 0 0 1 0 1 0 1 1 0 0 1 0
 1 0 0 0 1 1 1 0 1 0 0 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0]",SA,1000,1000
94,1024,60.0,0.10530469199999892,"[1 0 1 0 1 0 1 0 0 1 0 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1
 0 1 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1]",SA,1000,1000
95,2048,62.0,0.23297518399999895,"[1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1
 0 1 0 1 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1]",SA,1000,1000
96,4096,62.0,0.5915099379999997,"[1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1
 0 1 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1]",SA,1000,1000
97,8192,63.0,0.9916022149999986,"[1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1
 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0]",SA,1000,1000
98,1,34.0,0.000239137999999528,"[0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 1 0 1 1 0 0 1 1 1 1 1 1
 0 1 1 0 1 1 0 1 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 1 0 0]",SA,2500,2500
99,2,36.0,0.0005664079999991856,"[0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 1 0 1 1 0 0 1 0 1 1 1 1
 0 1 1 0 1 1 0 1 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 1 0 0]",SA,2500,2500
100,4,38.0,0.0009396689999991992,"[0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 1 0 1 1 0 0 1 0 1 0 1 1
 0 1 1 0 1 1 0 1 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 1 1 0 0]",SA,2500,2500
101,8,34.0,0.0014750849999991544,"[0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 0 0 0 0 1 1 1 0 0 1 0 0 1 0 0 0 0 1 0 1 1
 0 1 1 0 1 1 0 1 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 1 1 0 0]",SA,2500,2500
102,16,30.0,0.002474991999999787,"[0 0 0 1 0 0 0 0 0 1 1 0 1 1 0 1 0 0 0 1 1 1 1 0 0 1 0 0 1 0 0 0 0 1 0 1 0
 0 1 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 0 0 1 0 0 1 1 1 0]",SA,2500,2500
103,32,28.0,0.004040080999999418,"[0 0 0 1 1 0 0 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 0 0 1 0 0 1 1 0 1 0 0 1 0 1
 1 1 1 0 1 1 1 1 1 0 0 0 0 1 0 1 1 0 0 1 1 1 0 1 1 0 0]",SA,2500,2500
104,64,32.0,0.007186693999999605,"[0 0 1 0 0 1 1 1 0 1 1 1 1 1 0 1 0 1 0 1 0 0 1 1 0 1 0 0 0 1 0 1 0 0 0 1 1
 1 1 1 0 1 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 1 0 0]",SA,2500,2500
105,128,27.0,0.013227226999999786,"[0 1 0 0 1 1 1 1 0 0 1 1 0 1 0 0 1 1 1 0 1 1 0 0 0 1 1 0 1 0 0 0 0 0 0 1 0
 1 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 1 1 1 0 0 0 1 1]",SA,2500,2500
106,256,33.0,0.025557072999999875,"[1 1 1 1 1 0 1 0 1 0 1 0 1 1 1 1 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 1 1 0 1
 1 1 0 1 0 1 0 1 0 0 1 0 0 0 0 1 0 1 1 1 1 0 1 0 0 0 0]",SA,2500,2500
107,512,33.0,0.052291437999999246,"[1 0 1 0 1 1 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 1 0 1 0 0 1 1 1 0 0 0 1 1 1 0
 0 0 1 1 1 0 1 1 0 0 1 0 0 0 0 1 0 1 0 0 1 0 1 1 1 0 0]",SA,2500,2500
108,1024,54.0,0.10536443400000017,"[1 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 0 1 1 0 1 1 0 1 0 1 1 0 1 0 1 0 1 0 0
 1 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 1 0 1 1 0 1 0 0 1 0 1]",SA,2500,2500
109,2048,58.0,0.23258693999999913,"[1 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 1 0 1 0 1 0 1 0 1 0 1 1 0
 1 0 1 0 1 0 1 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 1 0 1]",SA,2500,2500
110,4096,61.0,0.5888663540000003,"[1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 0 1 0
 1 0 1 0 1 0 1 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 0 1 0]",SA,2500,2500
111,8192,61.0,1.7151809619999998,"[1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1
 0 1 0 1 0 1 0 1 0 1 0 1 0 0 1 0 0 1 0 1 0 1 0 1 0 1 0]",SA,2500,2500
112,1,34.0,0.00024297499999903494,"[0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 1 0 1 1 0 0 1 1 1 1 1 1
 0 1 1 0 1 1 0 1 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 1 0 0]",SA,5000,5000
113,2,36.0,0.0005763669999989673,"[0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 1 0 1 1 0 0 1 0 1 1 1 1
 0 1 1 0 1 1 0 1 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 1 0 0]",SA,5000,5000
114,4,38.0,0.0009531749999993622,"[0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 1 0 1 1 0 0 1 0 1 0 1 1
 0 1 1 0 1 1 0 1 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 1 1 0 0]",SA,5000,5000
115,8,34.0,0.0014804789999995904,"[0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 0 0 0 0 1 1 1 0 0 1 0 0 1 0 0 0 0 1 0 1 1
 0 1 1 0 1 1 0 1 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 1 1 0 0]",SA,5000,5000
116,16,30.0,0.0023303129999998617,"[0 0 0 1 0 0 0 0 0 1 1 0 1 1 0 1 0 0 0 1 1 1 1 0 0 1 0 0 1 0 0 0 0 1 0 1 0
 0 1 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 0 0 1 0 0 1 1 1 0]",SA,5000,5000
117,32,28.0,0.0038555759999994166,"[0 0 0 1 1 0 0 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 0 0 1 0 0 1 1 0 1 0 0 1 0 1
 1 1 1 0 1 1 1 1 1 0 0 0 0 1 0 1 1 0 0 1 1 1 0 1 1 0 0]",SA,5000,5000
118,64,32.0,0.006615511999999768,"[0 0 1 0 0 1 1 1 0 1 1 1 1 1 0 1 0 1 0 1 0 0 1 1 0 1 0 0 0 1 0 1 0 0 0 1 1
 1 1 1 0 1 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 1 0 0]",SA,5000,5000
119,128,27.0,0.012011610999998368,"[0 1 0 0 1 1 1 1 0 0 1 1 0 1 0 0 1 1 1 0 1 1 0 0 0 1 1 0 1 0 0 0 0 0 0 1 0
 1 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 1 1 1 0 0 0 1 1]",SA,5000,5000
120,256,33.0,0.02333366299999895,"[1 1 1 1 1 0 1 0 1 0 1 0 1 1 1 1 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 1 1 0 1
 1 1 0 1 0 1 0 1 0 0 1 0 0 0 0 1 0 1 1 1 1 0 1 0 0 0 0]",SA,5000,5000
121,512,31.0,0.04760054299999972,"[1 0 1 0 1 1 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 0 0 0 1 1 1 0
 0 0 1 1 1 0 1 1 0 0 1 0 0 0 0 1 0 1 0 0 1 0 1 1 1 0 0]",SA,5000,5000
122,1024,55.0,0.1011408920000001,"[1 1 0 1 0 1 0 1 1 0 1 0 1 0 1 0 1 0 1 0 1 0 0 1 0 1 1 0 1 1 0 1 0 0 1 0 1
 1 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0]",SA,5000,5000
123,2048,60.0,0.22088706599999952,"[0 1 0 1 0 1 0 1 0 1 1 0 1 0 1 0 1 0 1 0 1 0 1 1 0 1 0 1 0 1 0 1 0 1 0 1 0
 1 0 1 0 1 0 1 0 1 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0]",SA,5000,5000
124,4096,60.0,0.5657793459999994,"[0 1 0 1 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0
 1 0 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0]",SA,5000,5000
125,8192,62.0,1.6928774299999994,"[0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0
 1 0 1 0 1 0 1 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 0 1 0]",SA,5000,5000
126,1,34.0,0.00023479499999901066,"[0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 1 0 1 1 0 0 1 1 1 1 1 1
 0 1 1 0 1 1 0 1 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 1 0 0]",SA,10000,10000
127,2,36.0,0.0005580749999989365,"[0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 1 0 1 1 0 0 1 0 1 1 1 1
 0 1 1 0 1 1 0 1 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 1 0 0]",SA,10000,10000
128,4,38.0,0.0009825970000001405,"[0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 1 0 1 1 0 0 1 0 1 0 1 1
 0 1 1 0 1 1 0 1 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 1 1 0 0]",SA,10000,10000
129,8,34.0,0.0015691059999998203,"[0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 0 0 0 0 1 1 1 0 0 1 0 0 1 0 0 0 0 1 0 1 1
 0 1 1 0 1 1 0 1 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 1 1 0 0]",SA,10000,10000
130,16,30.0,0.0024099480000003837,"[0 0 0 1 0 0 0 0 0 1 1 0 1 1 0 1 0 0 0 1 1 1 1 0 0 1 0 0 1 0 0 0 0 1 0 1 0
 0 1 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 0 0 1 0 0 1 1 1 0]",SA,10000,10000
131,32,28.0,0.0038769779999991982,"[0 0 0 1 1 0 0 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 0 0 1 0 0 1 1 0 1 0 0 1 0 1
 1 1 1 0 1 1 1 1 1 0 0 0 0 1 0 1 1 0 0 1 1 1 0 1 1 0 0]",SA,10000,10000
132,64,32.0,0.006949424000000093,"[0 0 1 0 0 1 1 1 0 1 1 1 1 1 0 1 0 1 0 1 0 0 1 1 0 1 0 0 0 1 0 1 0 0 0 1 1
 1 1 1 0 1 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 1 0 0]",SA,10000,10000
133,128,27.0,0.012974935999999104,"[0 1 0 0 1 1 1 1 0 0 1 1 0 1 0 0 1 1 1 0 1 1 0 0 0 1 1 0 1 0 0 0 0 0 0 1 0
 1 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 1 1 1 0 0 0 1 1]",SA,10000,10000
134,256,33.0,0.024999353000000113,"[1 1 1 1 1 0 1 0 1 0 1 0 1 1 1 1 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 1 1 0 1
 1 1 0 1 0 1 0 1 0 0 1 0 0 0 0 1 0 1 1 1 1 0 1 0 0 0 0]",SA,10000,10000
135,512,28.0,0.050062524999999525,"[1 1 1 0 0 0 0 0 0 1 1 0 0 0 0 1 0 1 1 1 1 0 1 0 1 0 1 1 0 0 0 1 0 0 0 1 0
 0 1 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1]",SA,10000,10000
136,1024,45.0,0.10490123399999973,"[1 0 1 0 0 1 0 1 0 0 1 0 0 0 1 1 0 1 1 0 1 0 0 1 0 0 1 0 1 0 1 0 0 1 1 0 1
 0 1 0 1 1 0 0 1 0 1 0 0 0 1 0 1 0 1 0 1 0 0 0 0 0 1 0]",SA,10000,10000
137,2048,58.0,0.23252885600000006,"[0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 1 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 0
 1 0 1 0 1 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 0 1 0 1 0 0]",SA,10000,10000
138,4096,62.0,0.580136271999999,"[0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0
 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 0]",SA,10000,10000
139,8192,63.0,1.00851166,"[0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0
 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1]",SA,10000,10000
