,Iteration,Time,Fitness,runner_name,current_restart,Restarts
0,0,0.04427350999958435,397.6856192948769,RHC,0,15
1,1,0.04427350999958435,397.6856192948769,RHC,0,15
2,2,0.04427350999958435,397.6856192948769,RHC,0,15
3,3,0.04427350999958435,397.6856192948769,RHC,0,15
4,4,0.04427350999958435,370.2877281680156,RHC,0,15
5,5,0.04427350999958435,346.0280401967389,RHC,0,15
6,6,0.04427350999958435,346.0280401967389,RHC,0,15
7,7,0.04427350999958435,340.63745261888005,RHC,0,15
8,8,0.04427350999958435,340.63745261888005,RHC,0,15
9,9,0.04427350999958435,326.7055805125644,RHC,0,15
10,10,0.04427350999958435,326.7055805125644,RHC,0,15
11,11,0.04427350999958435,291.3935862026629,RHC,0,15
12,12,0.04427350999958435,291.3935862026629,RHC,0,15
13,13,0.04427350999958435,291.3935862026629,RHC,0,15
14,14,0.04427350999958435,291.3935862026629,RHC,0,15
15,15,0.04427350999958435,291.3935862026629,RHC,0,15
16,16,0.04427350999958435,291.3935862026629,RHC,0,15
17,17,0.04427350999958435,291.3935862026629,RHC,0,15
18,18,0.04427350999958435,291.3935862026629,RHC,0,15
19,19,0.04427350999958435,291.3935862026629,RHC,0,15
20,20,0.04427350999958435,291.3935862026629,RHC,0,15
21,21,0.04427350999958435,291.3935862026629,RHC,0,15
22,22,0.04427350999958435,291.3935862026629,RHC,0,15
23,23,0.04427350999958435,291.3935862026629,RHC,0,15
24,24,0.04427350999958435,291.3935862026629,RHC,0,15
25,25,0.04427350999958435,291.3935862026629,RHC,0,15
26,26,0.04427350999958435,264.33326691022916,RHC,0,15
27,27,0.04427350999958435,264.33326691022916,RHC,0,15
28,28,0.04427350999958435,264.33326691022916,RHC,0,15
29,29,0.04427350999958435,264.33326691022916,RHC,0,15
30,30,0.04427350999958435,264.33326691022916,RHC,0,15
31,31,0.04427350999958435,264.33326691022916,RHC,0,15
32,32,0.04427350999958435,264.33326691022916,RHC,0,15
33,33,0.04427350999958435,264.33326691022916,RHC,0,15
34,34,0.04427350999958435,264.33326691022916,RHC,0,15
35,35,0.04427350999958435,264.33326691022916,RHC,0,15
36,36,0.04427350999958435,264.33326691022916,RHC,0,15
37,37,0.04427350999958435,264.33326691022916,RHC,0,15
38,38,0.04427350999958435,264.33326691022916,RHC,0,15
39,39,0.04427350999958435,264.33326691022916,RHC,0,15
40,40,0.04427350999958435,264.33326691022916,RHC,0,15
41,41,0.04427350999958435,264.33326691022916,RHC,0,15
42,42,0.04427350999958435,264.33326691022916,RHC,0,15
43,43,0.04427350999958435,264.33326691022916,RHC,0,15
44,44,0.04427350999958435,264.33326691022916,RHC,0,15
45,45,0.04427350999958435,264.33326691022916,RHC,0,15
46,46,0.04427350999958435,264.33326691022916,RHC,0,15
47,47,0.04427350999958435,264.33326691022916,RHC,0,15
48,48,0.04427350999958435,264.33326691022916,RHC,0,15
49,49,0.04427350999958435,264.33326691022916,RHC,0,15
50,50,0.04427350999958435,264.33326691022916,RHC,0,15
51,51,0.04427350999958435,264.33326691022916,RHC,0,15
52,52,0.04427350999958435,264.33326691022916,RHC,0,15
53,53,0.04427350999958435,264.33326691022916,RHC,0,15
54,54,0.04427350999958435,264.33326691022916,RHC,0,15
55,55,0.04427350999958435,264.33326691022916,RHC,0,15
56,56,0.04427350999958435,264.33326691022916,RHC,0,15
57,57,0.04427350999958435,264.33326691022916,RHC,0,15
58,58,0.04427350999958435,264.33326691022916,RHC,0,15
59,59,0.04427350999958435,264.33326691022916,RHC,0,15
60,60,0.04427350999958435,264.33326691022916,RHC,0,15
61,61,0.04427350999958435,264.33326691022916,RHC,0,15
62,62,0.04427350999958435,264.33326691022916,RHC,0,15
63,63,0.04427350999958435,264.33326691022916,RHC,0,15
64,64,0.04427350999958435,264.33326691022916,RHC,0,15
65,0,0.05750940600000831,358.7379585830176,RHC,1,15
66,1,0.05750940600000831,358.7379585830176,RHC,1,15
67,2,0.05750940600000831,358.7379585830176,RHC,1,15
68,3,0.05750940600000831,358.7379585830176,RHC,1,15
69,4,0.05750940600000831,358.7379585830176,RHC,1,15
70,5,0.05750940600000831,347.51878330663425,RHC,1,15
71,6,0.05750940600000831,340.90880371342223,RHC,1,15
72,7,0.05750940600000831,340.90880371342223,RHC,1,15
73,8,0.05750940600000831,340.90880371342223,RHC,1,15
74,9,0.05750940600000831,340.90880371342223,RHC,1,15
75,10,0.05750940600000831,330.0508818808702,RHC,1,15
76,11,0.05750940600000831,330.0508818808702,RHC,1,15
77,12,0.05750940600000831,330.0508818808702,RHC,1,15
78,13,0.05750940600000831,329.33755565651427,RHC,1,15
79,14,0.05750940600000831,319.9137602301535,RHC,1,15
80,15,0.05750940600000831,319.9137602301535,RHC,1,15
81,16,0.05750940600000831,319.9137602301535,RHC,1,15
82,17,0.05750940600000831,313.69494146812985,RHC,1,15
83,18,0.05750940600000831,311.9801762478815,RHC,1,15
84,19,0.05750940600000831,311.9801762478815,RHC,1,15
85,20,0.05750940600000831,311.9801762478815,RHC,1,15
86,21,0.05750940600000831,311.9801762478815,RHC,1,15
87,22,0.05750940600000831,311.9801762478815,RHC,1,15
88,23,0.05750940600000831,311.9801762478815,RHC,1,15
89,24,0.05750940600000831,293.0256841973131,RHC,1,15
90,25,0.05750940600000831,293.0256841973131,RHC,1,15
91,26,0.05750940600000831,293.0256841973131,RHC,1,15
92,27,0.05750940600000831,293.0256841973131,RHC,1,15
93,28,0.05750940600000831,293.0256841973131,RHC,1,15
94,29,0.05750940600000831,293.0256841973131,RHC,1,15
95,30,0.05750940600000831,293.0256841973131,RHC,1,15
96,31,0.05750940600000831,249.92985253238416,RHC,1,15
97,32,0.05750940600000831,249.92985253238416,RHC,1,15
98,33,0.05750940600000831,249.92985253238416,RHC,1,15
99,34,0.05750940600000831,249.92985253238416,RHC,1,15
100,35,0.05750940600000831,249.92985253238416,RHC,1,15
101,36,0.05750940600000831,249.92985253238416,RHC,1,15
102,37,0.05750940600000831,249.92985253238416,RHC,1,15
103,38,0.05750940600000831,249.92985253238416,RHC,1,15
104,39,0.05750940600000831,239.22547365269074,RHC,1,15
105,40,0.05750940600000831,239.22547365269074,RHC,1,15
106,41,0.05750940600000831,239.22547365269074,RHC,1,15
107,42,0.05750940600000831,239.22547365269074,RHC,1,15
108,43,0.05750940600000831,239.22547365269074,RHC,1,15
109,44,0.05750940600000831,239.22547365269074,RHC,1,15
110,45,0.05750940600000831,239.22547365269074,RHC,1,15
111,46,0.05750940600000831,239.22547365269074,RHC,1,15
112,47,0.05750940600000831,239.22547365269074,RHC,1,15
113,48,0.05750940600000831,239.22547365269074,RHC,1,15
114,49,0.05750940600000831,239.22547365269074,RHC,1,15
115,50,0.05750940600000831,239.22547365269074,RHC,1,15
116,51,0.05750940600000831,239.22547365269074,RHC,1,15
117,52,0.05750940600000831,239.22547365269074,RHC,1,15
118,53,0.05750940600000831,239.22547365269074,RHC,1,15
119,54,0.05750940600000831,239.22547365269074,RHC,1,15
120,55,0.05750940600000831,239.22547365269074,RHC,1,15
121,56,0.05750940600000831,239.22547365269074,RHC,1,15
122,57,0.05750940600000831,239.22547365269074,RHC,1,15
123,58,0.05750940600000831,239.22547365269074,RHC,1,15
124,59,0.05750940600000831,239.22547365269074,RHC,1,15
125,60,0.05750940600000831,239.22547365269074,RHC,1,15
126,61,0.05750940600000831,239.22547365269074,RHC,1,15
127,62,0.05750940600000831,239.22547365269074,RHC,1,15
128,63,0.05750940600000831,239.22547365269074,RHC,1,15
129,64,0.05750940600000831,239.22547365269074,RHC,1,15
130,0,0.07127739499992458,364.3363380214152,RHC,2,15
131,1,0.07127739499992458,364.3363380214152,RHC,2,15
132,2,0.07127739499992458,364.3363380214152,RHC,2,15
133,3,0.07127739499992458,362.62157280116674,RHC,2,15
134,4,0.07127739499992458,362.62157280116674,RHC,2,15
135,5,0.07127739499992458,362.62157280116674,RHC,2,15
136,6,0.07127739499992458,362.62157280116674,RHC,2,15
137,7,0.07127739499992458,362.62157280116674,RHC,2,15
138,8,0.07127739499992458,362.62157280116674,RHC,2,15
139,9,0.07127739499992458,362.62157280116674,RHC,2,15
140,10,0.07127739499992458,362.62157280116674,RHC,2,15
141,11,0.07127739499992458,331.4453385765917,RHC,2,15
142,12,0.07127739499992458,331.4453385765917,RHC,2,15
143,13,0.07127739499992458,325.194443309808,RHC,2,15
144,14,0.07127739499992458,308.83850289706777,RHC,2,15
145,15,0.07127739499992458,308.83850289706777,RHC,2,15
146,16,0.07127739499992458,308.83850289706777,RHC,2,15
147,17,0.07127739499992458,308.83850289706777,RHC,2,15
148,18,0.07127739499992458,293.0256841973131,RHC,2,15
149,19,0.07127739499992458,249.9298525323842,RHC,2,15
150,20,0.07127739499992458,249.9298525323842,RHC,2,15
151,21,0.07127739499992458,249.9298525323842,RHC,2,15
152,22,0.07127739499992458,249.9298525323842,RHC,2,15
153,23,0.07127739499992458,249.9298525323842,RHC,2,15
154,24,0.07127739499992458,249.9298525323842,RHC,2,15
155,25,0.07127739499992458,249.9298525323842,RHC,2,15
156,26,0.07127739499992458,249.9298525323842,RHC,2,15
157,27,0.07127739499992458,249.9298525323842,RHC,2,15
158,28,0.07127739499992458,249.9298525323842,RHC,2,15
159,29,0.07127739499992458,239.22547365269074,RHC,2,15
160,30,0.07127739499992458,239.22547365269074,RHC,2,15
161,31,0.07127739499992458,239.22547365269074,RHC,2,15
162,32,0.07127739499992458,239.22547365269074,RHC,2,15
163,33,0.07127739499992458,239.22547365269074,RHC,2,15
164,34,0.07127739499992458,239.22547365269074,RHC,2,15
165,35,0.07127739499992458,239.22547365269074,RHC,2,15
166,36,0.07127739499992458,239.22547365269074,RHC,2,15
167,37,0.07127739499992458,239.22547365269074,RHC,2,15
168,38,0.07127739499992458,239.22547365269074,RHC,2,15
169,39,0.07127739499992458,239.22547365269074,RHC,2,15
170,40,0.07127739499992458,239.22547365269074,RHC,2,15
171,41,0.07127739499992458,239.22547365269074,RHC,2,15
172,42,0.07127739499992458,239.22547365269074,RHC,2,15
173,43,0.07127739499992458,239.22547365269074,RHC,2,15
174,44,0.07127739499992458,239.22547365269074,RHC,2,15
175,45,0.07127739499992458,239.22547365269074,RHC,2,15
176,46,0.07127739499992458,239.22547365269074,RHC,2,15
177,47,0.07127739499992458,239.22547365269074,RHC,2,15
178,48,0.07127739499992458,239.22547365269074,RHC,2,15
179,49,0.07127739499992458,239.22547365269074,RHC,2,15
180,50,0.07127739499992458,239.22547365269074,RHC,2,15
181,51,0.07127739499992458,239.22547365269074,RHC,2,15
182,52,0.07127739499992458,239.22547365269074,RHC,2,15
183,53,0.07127739499992458,239.22547365269074,RHC,2,15
184,54,0.07127739499992458,239.22547365269074,RHC,2,15
185,55,0.07127739499992458,239.22547365269074,RHC,2,15
186,56,0.07127739499992458,239.22547365269074,RHC,2,15
187,57,0.07127739499992458,239.22547365269074,RHC,2,15
188,58,0.07127739499992458,239.22547365269074,RHC,2,15
189,59,0.07127739499992458,239.22547365269074,RHC,2,15
190,60,0.07127739499992458,239.22547365269074,RHC,2,15
191,61,0.07127739499992458,239.22547365269074,RHC,2,15
192,62,0.07127739499992458,239.22547365269074,RHC,2,15
193,63,0.07127739499992458,239.22547365269074,RHC,2,15
194,64,0.07127739499992458,239.22547365269074,RHC,2,15
195,0,0.0846062659998097,392.82144964992733,RHC,3,15
196,1,0.0846062659998097,364.3363380214152,RHC,3,15
197,2,0.0846062659998097,364.3363380214152,RHC,3,15
198,3,0.0846062659998097,362.62157280116674,RHC,3,15
199,4,0.0846062659998097,362.62157280116674,RHC,3,15
200,5,0.0846062659998097,362.62157280116674,RHC,3,15
201,6,0.0846062659998097,362.62157280116674,RHC,3,15
202,7,0.0846062659998097,362.62157280116674,RHC,3,15
203,8,0.0846062659998097,362.62157280116674,RHC,3,15
204,9,0.0846062659998097,362.62157280116674,RHC,3,15
205,10,0.0846062659998097,362.62157280116674,RHC,3,15
206,11,0.0846062659998097,331.4453385765917,RHC,3,15
207,12,0.0846062659998097,331.4453385765917,RHC,3,15
208,13,0.0846062659998097,325.194443309808,RHC,3,15
209,14,0.0846062659998097,308.83850289706777,RHC,3,15
210,15,0.0846062659998097,308.83850289706777,RHC,3,15
211,16,0.0846062659998097,308.83850289706777,RHC,3,15
212,17,0.0846062659998097,308.83850289706777,RHC,3,15
213,18,0.0846062659998097,293.0256841973131,RHC,3,15
214,19,0.0846062659998097,249.9298525323842,RHC,3,15
215,20,0.0846062659998097,249.9298525323842,RHC,3,15
216,21,0.0846062659998097,249.9298525323842,RHC,3,15
217,22,0.0846062659998097,249.9298525323842,RHC,3,15
218,23,0.0846062659998097,249.9298525323842,RHC,3,15
219,24,0.0846062659998097,249.9298525323842,RHC,3,15
220,25,0.0846062659998097,249.9298525323842,RHC,3,15
221,26,0.0846062659998097,249.9298525323842,RHC,3,15
222,27,0.0846062659998097,249.9298525323842,RHC,3,15
223,28,0.0846062659998097,249.9298525323842,RHC,3,15
224,29,0.0846062659998097,239.22547365269074,RHC,3,15
225,30,0.0846062659998097,239.22547365269074,RHC,3,15
226,31,0.0846062659998097,239.22547365269074,RHC,3,15
227,32,0.0846062659998097,239.22547365269074,RHC,3,15
228,33,0.0846062659998097,239.22547365269074,RHC,3,15
229,34,0.0846062659998097,239.22547365269074,RHC,3,15
230,35,0.0846062659998097,239.22547365269074,RHC,3,15
231,36,0.0846062659998097,239.22547365269074,RHC,3,15
232,37,0.0846062659998097,239.22547365269074,RHC,3,15
233,38,0.0846062659998097,239.22547365269074,RHC,3,15
234,39,0.0846062659998097,239.22547365269074,RHC,3,15
235,40,0.0846062659998097,239.22547365269074,RHC,3,15
236,41,0.0846062659998097,239.22547365269074,RHC,3,15
237,42,0.0846062659998097,239.22547365269074,RHC,3,15
238,43,0.0846062659998097,239.22547365269074,RHC,3,15
239,44,0.0846062659998097,239.22547365269074,RHC,3,15
240,45,0.0846062659998097,239.22547365269074,RHC,3,15
241,46,0.0846062659998097,239.22547365269074,RHC,3,15
242,47,0.0846062659998097,239.22547365269074,RHC,3,15
243,48,0.0846062659998097,239.22547365269074,RHC,3,15
244,49,0.0846062659998097,239.22547365269074,RHC,3,15
245,50,0.0846062659998097,239.22547365269074,RHC,3,15
246,51,0.0846062659998097,239.22547365269074,RHC,3,15
247,52,0.0846062659998097,239.22547365269074,RHC,3,15
248,53,0.0846062659998097,239.22547365269074,RHC,3,15
249,54,0.0846062659998097,239.22547365269074,RHC,3,15
250,55,0.0846062659998097,239.22547365269074,RHC,3,15
251,56,0.0846062659998097,239.22547365269074,RHC,3,15
252,57,0.0846062659998097,239.22547365269074,RHC,3,15
253,58,0.0846062659998097,239.22547365269074,RHC,3,15
254,59,0.0846062659998097,239.22547365269074,RHC,3,15
255,60,0.0846062659998097,239.22547365269074,RHC,3,15
256,61,0.0846062659998097,239.22547365269074,RHC,3,15
257,62,0.0846062659998097,239.22547365269074,RHC,3,15
258,63,0.0846062659998097,239.22547365269074,RHC,3,15
259,64,0.0846062659998097,239.22547365269074,RHC,3,15
260,0,0.09830017599961138,410.8438228446371,RHC,4,15
261,1,0.09830017599961138,364.3363380214152,RHC,4,15
262,2,0.09830017599961138,364.3363380214152,RHC,4,15
263,3,0.09830017599961138,362.62157280116674,RHC,4,15
264,4,0.09830017599961138,362.62157280116674,RHC,4,15
265,5,0.09830017599961138,362.62157280116674,RHC,4,15
266,6,0.09830017599961138,362.62157280116674,RHC,4,15
267,7,0.09830017599961138,362.62157280116674,RHC,4,15
268,8,0.09830017599961138,362.62157280116674,RHC,4,15
269,9,0.09830017599961138,362.62157280116674,RHC,4,15
270,10,0.09830017599961138,362.62157280116674,RHC,4,15
271,11,0.09830017599961138,331.4453385765917,RHC,4,15
272,12,0.09830017599961138,331.4453385765917,RHC,4,15
273,13,0.09830017599961138,325.194443309808,RHC,4,15
274,14,0.09830017599961138,308.83850289706777,RHC,4,15
275,15,0.09830017599961138,308.83850289706777,RHC,4,15
276,16,0.09830017599961138,308.83850289706777,RHC,4,15
277,17,0.09830017599961138,308.83850289706777,RHC,4,15
278,18,0.09830017599961138,293.0256841973131,RHC,4,15
279,19,0.09830017599961138,249.9298525323842,RHC,4,15
280,20,0.09830017599961138,249.9298525323842,RHC,4,15
281,21,0.09830017599961138,249.9298525323842,RHC,4,15
282,22,0.09830017599961138,249.9298525323842,RHC,4,15
283,23,0.09830017599961138,249.9298525323842,RHC,4,15
284,24,0.09830017599961138,249.9298525323842,RHC,4,15
285,25,0.09830017599961138,249.9298525323842,RHC,4,15
286,26,0.09830017599961138,249.9298525323842,RHC,4,15
287,27,0.09830017599961138,249.9298525323842,RHC,4,15
288,28,0.09830017599961138,249.9298525323842,RHC,4,15
289,29,0.09830017599961138,239.22547365269074,RHC,4,15
290,30,0.09830017599961138,239.22547365269074,RHC,4,15
291,31,0.09830017599961138,239.22547365269074,RHC,4,15
292,32,0.09830017599961138,239.22547365269074,RHC,4,15
293,33,0.09830017599961138,239.22547365269074,RHC,4,15
294,34,0.09830017599961138,239.22547365269074,RHC,4,15
295,35,0.09830017599961138,239.22547365269074,RHC,4,15
296,36,0.09830017599961138,239.22547365269074,RHC,4,15
297,37,0.09830017599961138,239.22547365269074,RHC,4,15
298,38,0.09830017599961138,239.22547365269074,RHC,4,15
299,39,0.09830017599961138,239.22547365269074,RHC,4,15
300,40,0.09830017599961138,239.22547365269074,RHC,4,15
301,41,0.09830017599961138,239.22547365269074,RHC,4,15
302,42,0.09830017599961138,239.22547365269074,RHC,4,15
303,43,0.09830017599961138,239.22547365269074,RHC,4,15
304,44,0.09830017599961138,239.22547365269074,RHC,4,15
305,45,0.09830017599961138,239.22547365269074,RHC,4,15
306,46,0.09830017599961138,239.22547365269074,RHC,4,15
307,47,0.09830017599961138,239.22547365269074,RHC,4,15
308,48,0.09830017599961138,239.22547365269074,RHC,4,15
309,49,0.09830017599961138,239.22547365269074,RHC,4,15
310,50,0.09830017599961138,239.22547365269074,RHC,4,15
311,51,0.09830017599961138,239.22547365269074,RHC,4,15
312,52,0.09830017599961138,239.22547365269074,RHC,4,15
313,53,0.09830017599961138,239.22547365269074,RHC,4,15
314,54,0.09830017599961138,239.22547365269074,RHC,4,15
315,55,0.09830017599961138,239.22547365269074,RHC,4,15
316,56,0.09830017599961138,239.22547365269074,RHC,4,15
317,57,0.09830017599961138,239.22547365269074,RHC,4,15
318,58,0.09830017599961138,239.22547365269074,RHC,4,15
319,59,0.09830017599961138,239.22547365269074,RHC,4,15
320,60,0.09830017599961138,239.22547365269074,RHC,4,15
321,61,0.09830017599961138,239.22547365269074,RHC,4,15
322,62,0.09830017599961138,239.22547365269074,RHC,4,15
323,63,0.09830017599961138,239.22547365269074,RHC,4,15
324,64,0.09830017599961138,239.22547365269074,RHC,4,15
325,0,0.11228560199970161,371.8399341268464,RHC,5,15
326,1,0.11228560199970161,371.8399341268464,RHC,5,15
327,2,0.11228560199970161,371.8399341268464,RHC,5,15
328,3,0.11228560199970161,371.8399341268464,RHC,5,15
329,4,0.11228560199970161,342.24598401437464,RHC,5,15
330,5,0.11228560199970161,337.5557030444724,RHC,5,15
331,6,0.11228560199970161,337.5557030444724,RHC,5,15
332,7,0.11228560199970161,337.5557030444724,RHC,5,15
333,8,0.11228560199970161,337.5557030444724,RHC,5,15
334,9,0.11228560199970161,337.5557030444724,RHC,5,15
335,10,0.11228560199970161,337.5557030444724,RHC,5,15
336,11,0.11228560199970161,337.5557030444724,RHC,5,15
337,12,0.11228560199970161,337.5557030444724,RHC,5,15
338,13,0.11228560199970161,337.5557030444724,RHC,5,15
339,14,0.11228560199970161,337.5557030444724,RHC,5,15
340,15,0.11228560199970161,337.5557030444724,RHC,5,15
341,16,0.11228560199970161,337.5557030444724,RHC,5,15
342,17,0.11228560199970161,280.8436845093757,RHC,5,15
343,18,0.11228560199970161,280.8436845093757,RHC,5,15
344,19,0.11228560199970161,280.8436845093757,RHC,5,15
345,20,0.11228560199970161,280.8436845093757,RHC,5,15
346,21,0.11228560199970161,280.8436845093757,RHC,5,15
347,22,0.11228560199970161,280.8436845093757,RHC,5,15
